instant,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,season_name
928.0,1.0,0.0,2.0,6.0,0.0,5.0,1.0,1.0,0.1,0.1818,0.68,0.0,1.0,23.0,24.0,Winter
929.0,1.0,0.0,2.0,7.0,0.0,5.0,1.0,1.0,0.08,0.1667,0.73,0.0,1.0,73.0,74.0,Winter
930.0,1.0,0.0,2.0,8.0,0.0,5.0,1.0,1.0,0.1,0.1212,0.74,0.1642,4.0,212.0,216.0,Winter
931.0,1.0,0.0,2.0,9.0,0.0,5.0,1.0,1.0,0.12,0.1212,0.74,0.2239,8.0,132.0,140.0,Winter
932.0,1.0,0.0,2.0,10.0,0.0,5.0,1.0,1.0,0.14,0.1364,0.69,0.194,5.0,39.0,44.0,Winter
933.0,1.0,0.0,2.0,11.0,0.0,5.0,1.0,1.0,0.22,0.2273,0.47,0.1343,12.0,52.0,64.0,Winter
934.0,1.0,0.0,2.0,12.0,0.0,5.0,1.0,1.0,0.22,0.2273,0.47,0.1343,7.0,64.0,71.0,Winter
935.0,1.0,0.0,2.0,13.0,0.0,5.0,1.0,1.0,0.24,0.2273,0.35,0.194,21.0,89.0,110.0,Winter
936.0,1.0,0.0,2.0,14.0,0.0,5.0,1.0,1.0,0.3,0.2879,0.26,0.2537,17.0,67.0,84.0,Winter
937.0,1.0,0.0,2.0,15.0,0.0,5.0,1.0,1.0,0.32,0.3182,0.21,0.1642,12.0,62.0,74.0,Winter
938.0,1.0,0.0,2.0,16.0,0.0,5.0,1.0,1.0,0.3,0.2879,0.28,0.194,14.0,111.0,125.0,Winter
939.0,1.0,0.0,2.0,17.0,0.0,5.0,1.0,1.0,0.3,0.3333,0.24,0.0,18.0,193.0,211.0,Winter
940.0,1.0,0.0,2.0,18.0,0.0,5.0,1.0,1.0,0.28,0.3182,0.28,0.0,9.0,165.0,174.0,Winter
941.0,1.0,0.0,2.0,19.0,0.0,5.0,1.0,1.0,0.26,0.303,0.33,0.0,7.0,94.0,101.0,Winter
942.0,1.0,0.0,2.0,20.0,0.0,5.0,1.0,1.0,0.22,0.2273,0.55,0.1343,2.0,61.0,63.0,Winter
943.0,1.0,0.0,2.0,21.0,0.0,5.0,1.0,1.0,0.2,0.2121,0.59,0.1343,1.0,46.0,47.0,Winter
944.0,1.0,0.0,2.0,22.0,0.0,5.0,1.0,1.0,0.2,0.2273,0.64,0.0896,2.0,41.0,43.0,Winter
945.0,1.0,0.0,2.0,23.0,0.0,5.0,1.0,1.0,0.18,0.2424,0.69,0.0,5.0,48.0,53.0,Winter
946.0,1.0,0.0,2.0,0.0,0.0,6.0,0.0,1.0,0.16,0.197,0.69,0.0896,3.0,27.0,30.0,Winter
947.0,1.0,0.0,2.0,1.0,0.0,6.0,0.0,1.0,0.14,0.2121,0.86,0.0,2.0,22.0,24.0,Winter
948.0,1.0,0.0,2.0,2.0,0.0,6.0,0.0,1.0,0.14,0.2121,0.8,0.0,2.0,13.0,15.0,Winter
949.0,1.0,0.0,2.0,3.0,0.0,6.0,0.0,1.0,0.12,0.197,0.8,0.0,3.0,7.0,10.0,Winter
950.0,1.0,0.0,2.0,4.0,0.0,6.0,0.0,1.0,0.12,0.1667,0.74,0.0896,0.0,4.0,4.0,Winter
951.0,1.0,0.0,2.0,5.0,0.0,6.0,0.0,1.0,0.12,0.1667,0.74,0.0896,0.0,1.0,1.0,Winter
952.0,1.0,0.0,2.0,6.0,0.0,6.0,0.0,1.0,0.12,0.1364,0.93,0.194,1.0,1.0,2.0,Winter
953.0,1.0,0.0,2.0,7.0,0.0,6.0,0.0,1.0,0.12,0.1515,0.8,0.1045,2.0,9.0,11.0,Winter
954.0,1.0,0.0,2.0,8.0,0.0,6.0,0.0,1.0,0.14,0.1515,0.86,0.1343,2.0,28.0,30.0,Winter
955.0,1.0,0.0,2.0,9.0,0.0,6.0,0.0,1.0,0.16,0.1818,0.64,0.1343,5.0,38.0,43.0,Winter
956.0,1.0,0.0,2.0,10.0,0.0,6.0,0.0,1.0,0.22,0.2121,0.41,0.2537,13.0,71.0,84.0,Winter
957.0,1.0,0.0,2.0,11.0,0.0,6.0,0.0,1.0,0.3,0.2727,0.28,0.3284,30.0,84.0,114.0,Winter
958.0,1.0,0.0,2.0,12.0,0.0,6.0,0.0,1.0,0.3,0.2727,0.39,0.4627,27.0,93.0,120.0,Winter
959.0,1.0,0.0,2.0,13.0,0.0,6.0,0.0,1.0,0.3,0.2727,0.39,0.4179,32.0,103.0,135.0,Winter
960.0,1.0,0.0,2.0,14.0,0.0,6.0,0.0,1.0,0.34,0.3182,0.31,0.2836,30.0,90.0,120.0,Winter
961.0,1.0,0.0,2.0,15.0,0.0,6.0,0.0,1.0,0.34,0.303,0.29,0.4179,47.0,127.0,174.0,Winter
962.0,1.0,0.0,2.0,16.0,0.0,6.0,0.0,1.0,0.34,0.303,0.29,0.4179,42.0,103.0,145.0,Winter
963.0,1.0,0.0,2.0,17.0,0.0,6.0,0.0,1.0,0.32,0.2879,0.31,0.4775,24.0,113.0,137.0,Winter
964.0,1.0,0.0,2.0,18.0,0.0,6.0,0.0,1.0,0.28,0.2576,0.38,0.3284,4.0,60.0,64.0,Winter
965.0,1.0,0.0,2.0,19.0,0.0,6.0,0.0,1.0,0.28,0.2727,0.38,0.1642,2.0,39.0,41.0,Winter
966.0,1.0,0.0,2.0,20.0,0.0,6.0,0.0,1.0,0.26,0.2576,0.41,0.2239,1.0,39.0,40.0,Winter
967.0,1.0,0.0,2.0,21.0,0.0,6.0,0.0,1.0,0.26,0.303,0.41,0.0,9.0,42.0,51.0,Winter
968.0,1.0,0.0,2.0,22.0,0.0,6.0,0.0,1.0,0.24,0.2576,0.44,0.0896,6.0,39.0,45.0,Winter
969.0,1.0,0.0,2.0,23.0,0.0,6.0,0.0,1.0,0.22,0.2273,0.51,0.1343,1.0,31.0,32.0,Winter
970.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.2,0.2273,0.64,0.1045,5.0,34.0,39.0,Winter
971.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,0.2,0.2273,0.59,0.0896,1.0,23.0,24.0,Winter
972.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,2.0,0.2,0.2273,0.75,0.0896,1.0,19.0,20.0,Winter
973.0,1.0,0.0,2.0,3.0,0.0,0.0,0.0,2.0,0.2,0.2273,0.69,0.1045,4.0,8.0,12.0,Winter
974.0,1.0,0.0,2.0,4.0,0.0,0.0,0.0,2.0,0.2,0.2121,0.69,0.1642,0.0,2.0,2.0,Winter
975.0,1.0,0.0,2.0,6.0,0.0,0.0,0.0,2.0,0.2,0.2121,0.69,0.1343,2.0,3.0,5.0,Winter
976.0,1.0,0.0,2.0,7.0,0.0,0.0,0.0,2.0,0.22,0.2727,0.55,0.0,0.0,3.0,3.0,Winter
977.0,1.0,0.0,2.0,8.0,0.0,0.0,0.0,2.0,0.22,0.2273,0.64,0.194,1.0,11.0,12.0,Winter
978.0,1.0,0.0,2.0,9.0,0.0,0.0,0.0,2.0,0.24,0.2273,0.6,0.2239,12.0,35.0,47.0,Winter
979.0,1.0,0.0,2.0,10.0,0.0,0.0,0.0,1.0,0.3,0.2727,0.45,0.3284,19.0,86.0,105.0,Winter
980.0,1.0,0.0,2.0,11.0,0.0,0.0,0.0,1.0,0.32,0.2879,0.39,0.4478,26.0,86.0,112.0,Winter
981.0,1.0,0.0,2.0,12.0,0.0,0.0,0.0,1.0,0.36,0.3182,0.32,0.4627,58.0,94.0,152.0,Winter
982.0,1.0,0.0,2.0,13.0,0.0,0.0,0.0,1.0,0.38,0.3939,0.29,0.3582,62.0,92.0,154.0,Winter
983.0,1.0,0.0,2.0,14.0,0.0,0.0,0.0,2.0,0.4,0.4091,0.3,0.4179,51.0,110.0,161.0,Winter
984.0,1.0,0.0,2.0,15.0,0.0,0.0,0.0,2.0,0.4,0.4091,0.3,0.2985,40.0,122.0,162.0,Winter
985.0,1.0,0.0,2.0,16.0,0.0,0.0,0.0,2.0,0.42,0.4242,0.28,0.3284,28.0,106.0,134.0,Winter
986.0,1.0,0.0,2.0,17.0,0.0,0.0,0.0,1.0,0.42,0.4242,0.28,0.3284,30.0,95.0,125.0,Winter
987.0,1.0,0.0,2.0,18.0,0.0,0.0,0.0,1.0,0.4,0.4091,0.32,0.2985,17.0,78.0,95.0,Winter
988.0,1.0,0.0,2.0,19.0,0.0,0.0,0.0,1.0,0.4,0.4091,0.35,0.2836,11.0,50.0,61.0,Winter
989.0,1.0,0.0,2.0,20.0,0.0,0.0,0.0,1.0,0.4,0.4091,0.35,0.3284,15.0,32.0,47.0,Winter
990.0,1.0,0.0,2.0,21.0,0.0,0.0,0.0,1.0,0.4,0.4091,0.35,0.3582,6.0,45.0,51.0,Winter
991.0,1.0,0.0,2.0,22.0,0.0,0.0,0.0,1.0,0.4,0.4091,0.35,0.2985,5.0,31.0,36.0,Winter
992.0,1.0,0.0,2.0,23.0,0.0,0.0,0.0,1.0,0.4,0.4091,0.35,0.3582,3.0,27.0,30.0,Winter
993.0,1.0,0.0,2.0,0.0,0.0,1.0,1.0,1.0,0.38,0.3939,0.37,0.3582,3.0,8.0,11.0,Winter
994.0,1.0,0.0,2.0,1.0,0.0,1.0,1.0,1.0,0.38,0.3939,0.37,0.3582,1.0,6.0,7.0,Winter
995.0,1.0,0.0,2.0,2.0,0.0,1.0,1.0,1.0,0.36,0.3333,0.4,0.2985,0.0,2.0,2.0,Winter
996.0,1.0,0.0,2.0,3.0,0.0,1.0,1.0,1.0,0.34,0.3182,0.46,0.2239,1.0,1.0,2.0,Winter
997.0,1.0,0.0,2.0,4.0,0.0,1.0,1.0,1.0,0.32,0.303,0.53,0.2836,0.0,2.0,2.0,Winter
998.0,1.0,0.0,2.0,5.0,0.0,1.0,1.0,1.0,0.32,0.303,0.53,0.2836,0.0,3.0,3.0,Winter
999.0,1.0,0.0,2.0,6.0,0.0,1.0,1.0,1.0,0.34,0.303,0.46,0.2985,1.0,25.0,26.0,Winter
1000.0,1.0,0.0,2.0,7.0,0.0,1.0,1.0,1.0,0.34,0.303,0.46,0.2985,2.0,96.0,98.0,Winter
1001.0,1.0,0.0,2.0,8.0,0.0,1.0,1.0,1.0,0.38,0.3939,0.4,0.4627,7.0,249.0,256.0,Winter
1002.0,1.0,0.0,2.0,9.0,0.0,1.0,1.0,1.0,0.4,0.4091,0.37,0.3881,8.0,122.0,130.0,Winter
1003.0,1.0,0.0,2.0,10.0,0.0,1.0,1.0,1.0,0.44,0.4394,0.33,0.2239,9.0,46.0,55.0,Winter
1004.0,1.0,0.0,2.0,11.0,0.0,1.0,1.0,1.0,0.52,0.5,0.23,0.2537,10.0,43.0,53.0,Winter
1005.0,1.0,0.0,2.0,12.0,0.0,1.0,1.0,1.0,0.56,0.5303,0.22,0.4478,27.0,99.0,126.0,Winter
1006.0,1.0,0.0,2.0,13.0,0.0,1.0,1.0,1.0,0.58,0.5455,0.19,0.3881,27.0,93.0,120.0,Winter
1007.0,1.0,0.0,2.0,14.0,0.0,1.0,1.0,1.0,0.6,0.5909,0.15,0.4775,14.0,76.0,90.0,Winter
1008.0,1.0,0.0,2.0,15.0,0.0,1.0,1.0,1.0,0.56,0.5303,0.21,0.4775,19.0,71.0,90.0,Winter
1009.0,1.0,0.0,2.0,16.0,0.0,1.0,1.0,1.0,0.52,0.5,0.27,0.4627,16.0,102.0,118.0,Winter
1010.0,1.0,0.0,2.0,17.0,0.0,1.0,1.0,1.0,0.46,0.4545,0.33,0.4775,25.0,218.0,243.0,Winter
1011.0,1.0,0.0,2.0,18.0,0.0,1.0,1.0,1.0,0.4,0.4091,0.4,0.4775,11.0,194.0,205.0,Winter
1012.0,1.0,0.0,2.0,19.0,0.0,1.0,1.0,1.0,0.38,0.3939,0.43,0.4775,12.0,86.0,98.0,Winter
1013.0,1.0,0.0,2.0,20.0,0.0,1.0,1.0,1.0,0.36,0.3182,0.46,0.4627,5.0,65.0,70.0,Winter
1014.0,1.0,0.0,2.0,21.0,0.0,1.0,1.0,1.0,0.36,0.3182,0.5,0.4775,8.0,35.0,43.0,Winter
1015.0,1.0,0.0,2.0,22.0,0.0,1.0,1.0,1.0,0.34,0.2879,0.46,0.4775,1.0,44.0,45.0,Winter
1016.0,1.0,0.0,2.0,23.0,0.0,1.0,1.0,1.0,0.32,0.2879,0.49,0.4775,1.0,19.0,20.0,Winter
1017.0,1.0,0.0,2.0,0.0,0.0,2.0,1.0,1.0,0.3,0.2727,0.49,0.4179,7.0,12.0,19.0,Winter
1018.0,1.0,0.0,2.0,1.0,0.0,2.0,1.0,1.0,0.3,0.2424,0.42,0.4775,0.0,5.0,5.0,Winter
1019.0,1.0,0.0,2.0,2.0,0.0,2.0,1.0,1.0,0.28,0.2273,0.41,0.4775,1.0,2.0,3.0,Winter
1020.0,1.0,0.0,2.0,4.0,0.0,2.0,1.0,1.0,0.22,0.1818,0.37,0.4775,0.0,1.0,1.0,Winter
1021.0,1.0,0.0,2.0,5.0,0.0,2.0,1.0,1.0,0.22,0.1818,0.32,0.4627,0.0,4.0,4.0,Winter
1022.0,1.0,0.0,2.0,6.0,0.0,2.0,1.0,1.0,0.2,0.1818,0.32,0.3284,0.0,30.0,30.0,Winter
1023.0,1.0,0.0,2.0,7.0,0.0,2.0,1.0,1.0,0.2,0.1818,0.32,0.3582,2.0,103.0,105.0,Winter
1024.0,1.0,0.0,2.0,8.0,0.0,2.0,1.0,1.0,0.2,0.1818,0.32,0.3582,10.0,213.0,223.0,Winter
1025.0,1.0,0.0,2.0,9.0,0.0,2.0,1.0,1.0,0.22,0.197,0.29,0.4478,2.0,108.0,110.0,Winter
1026.0,1.0,0.0,2.0,10.0,0.0,2.0,1.0,1.0,0.24,0.2121,0.27,0.2836,5.0,47.0,52.0,Winter
1027.0,1.0,0.0,2.0,11.0,0.0,2.0,1.0,1.0,0.26,0.2424,0.25,0.2537,11.0,46.0,57.0,Winter
1028.0,1.0,0.0,2.0,12.0,0.0,2.0,1.0,1.0,0.28,0.2727,0.24,0.2537,6.0,65.0,71.0,Winter
1029.0,1.0,0.0,2.0,13.0,0.0,2.0,1.0,1.0,0.32,0.303,0.21,0.2239,14.0,68.0,82.0,Winter
1030.0,1.0,0.0,2.0,14.0,0.0,2.0,1.0,1.0,0.34,0.3182,0.19,0.2239,10.0,69.0,79.0,Winter
1031.0,1.0,0.0,2.0,15.0,0.0,2.0,1.0,1.0,0.34,0.3333,0.19,0.1642,11.0,74.0,85.0,Winter
1032.0,1.0,0.0,2.0,16.0,0.0,2.0,1.0,1.0,0.34,0.3182,0.19,0.2537,21.0,77.0,98.0,Winter
1033.0,1.0,0.0,2.0,17.0,0.0,2.0,1.0,1.0,0.32,0.303,0.22,0.2239,15.0,191.0,206.0,Winter
1034.0,1.0,0.0,2.0,18.0,0.0,2.0,1.0,1.0,0.3,0.303,0.22,0.1343,14.0,198.0,212.0,Winter
1035.0,1.0,0.0,2.0,19.0,0.0,2.0,1.0,1.0,0.28,0.2879,0.26,0.1343,3.0,142.0,145.0,Winter
1036.0,1.0,0.0,2.0,20.0,0.0,2.0,1.0,1.0,0.26,0.2727,0.33,0.1045,3.0,98.0,101.0,Winter
1037.0,1.0,0.0,2.0,21.0,0.0,2.0,1.0,1.0,0.24,0.2879,0.52,0.0,5.0,61.0,66.0,Winter
1038.0,1.0,0.0,2.0,22.0,0.0,2.0,1.0,1.0,0.24,0.2879,0.44,0.0,0.0,41.0,41.0,Winter
1039.0,1.0,0.0,2.0,23.0,0.0,2.0,1.0,2.0,0.22,0.2576,0.44,0.0896,0.0,20.0,20.0,Winter
1040.0,1.0,0.0,2.0,0.0,0.0,3.0,1.0,1.0,0.22,0.2576,0.41,0.0896,0.0,15.0,15.0,Winter
1041.0,1.0,0.0,2.0,1.0,0.0,3.0,1.0,1.0,0.2,0.2273,0.44,0.0896,0.0,9.0,9.0,Winter
1042.0,1.0,0.0,2.0,3.0,0.0,3.0,1.0,2.0,0.2,0.197,0.47,0.194,0.0,1.0,1.0,Winter
1043.0,1.0,0.0,2.0,4.0,0.0,3.0,1.0,1.0,0.2,0.197,0.51,0.194,0.0,1.0,1.0,Winter
1044.0,1.0,0.0,2.0,5.0,0.0,3.0,1.0,1.0,0.2,0.197,0.47,0.194,0.0,5.0,5.0,Winter
1045.0,1.0,0.0,2.0,6.0,0.0,3.0,1.0,1.0,0.2,0.197,0.55,0.2239,1.0,32.0,33.0,Winter
1046.0,1.0,0.0,2.0,7.0,0.0,3.0,1.0,2.0,0.2,0.197,0.55,0.2239,5.0,103.0,108.0,Winter
1047.0,1.0,0.0,2.0,8.0,0.0,3.0,1.0,2.0,0.22,0.2273,0.55,0.1642,6.0,224.0,230.0,Winter
1048.0,1.0,0.0,2.0,9.0,0.0,3.0,1.0,1.0,0.24,0.2121,0.52,0.2836,2.0,122.0,124.0,Winter
1049.0,1.0,0.0,2.0,10.0,0.0,3.0,1.0,1.0,0.26,0.2273,0.41,0.3881,14.0,55.0,69.0,Winter
1050.0,1.0,0.0,2.0,11.0,0.0,3.0,1.0,1.0,0.34,0.303,0.34,0.2985,7.0,59.0,66.0,Winter
1051.0,1.0,0.0,2.0,12.0,0.0,3.0,1.0,1.0,0.38,0.3939,0.32,0.3284,14.0,72.0,86.0,Winter
1052.0,1.0,0.0,2.0,13.0,0.0,3.0,1.0,1.0,0.42,0.4242,0.3,0.3582,13.0,80.0,93.0,Winter
1053.0,1.0,0.0,2.0,14.0,0.0,3.0,1.0,1.0,0.46,0.4545,0.28,0.4179,17.0,65.0,82.0,Winter
1054.0,1.0,0.0,2.0,15.0,0.0,3.0,1.0,1.0,0.46,0.4545,0.28,0.4179,35.0,82.0,117.0,Winter
1055.0,1.0,0.0,2.0,16.0,0.0,3.0,1.0,1.0,0.46,0.4545,0.31,0.3881,26.0,96.0,122.0,Winter
1056.0,1.0,0.0,2.0,17.0,0.0,3.0,1.0,1.0,0.46,0.4545,0.28,0.2836,11.0,244.0,255.0,Winter
1057.0,1.0,0.0,2.0,18.0,0.0,3.0,1.0,1.0,0.4,0.4091,0.4,0.2239,20.0,202.0,222.0,Winter
1058.0,1.0,0.0,2.0,19.0,0.0,3.0,1.0,1.0,0.34,0.3182,0.53,0.2239,18.0,143.0,161.0,Winter
1059.0,1.0,0.0,2.0,20.0,0.0,3.0,1.0,1.0,0.38,0.3939,0.43,0.194,10.0,108.0,118.0,Winter
1060.0,1.0,0.0,2.0,21.0,0.0,3.0,1.0,1.0,0.36,0.3485,0.46,0.194,5.0,87.0,92.0,Winter
1061.0,1.0,0.0,2.0,22.0,0.0,3.0,1.0,1.0,0.34,0.3333,0.53,0.194,12.0,61.0,73.0,Winter
1062.0,1.0,0.0,2.0,23.0,0.0,3.0,1.0,1.0,0.38,0.3939,0.4,0.2239,2.0,31.0,33.0,Winter
1063.0,1.0,0.0,2.0,0.0,0.0,4.0,1.0,1.0,0.34,0.3333,0.53,0.194,1.0,16.0,17.0,Winter
1064.0,1.0,0.0,2.0,1.0,0.0,4.0,1.0,1.0,0.34,0.3182,0.53,0.2239,0.0,6.0,6.0,Winter
1065.0,1.0,0.0,2.0,2.0,0.0,4.0,1.0,2.0,0.34,0.3182,0.53,0.2239,2.0,4.0,6.0,Winter
1066.0,1.0,0.0,2.0,3.0,0.0,4.0,1.0,1.0,0.34,0.3333,0.53,0.194,3.0,1.0,4.0,Winter
1067.0,1.0,0.0,2.0,4.0,0.0,4.0,1.0,1.0,0.32,0.3182,0.57,0.194,3.0,1.0,4.0,Winter
1068.0,1.0,0.0,2.0,5.0,0.0,4.0,1.0,1.0,0.32,0.3333,0.66,0.0896,1.0,11.0,12.0,Winter
1069.0,1.0,0.0,2.0,6.0,0.0,4.0,1.0,1.0,0.3,0.303,0.7,0.1343,3.0,44.0,47.0,Winter
1070.0,1.0,0.0,2.0,7.0,0.0,4.0,1.0,1.0,0.32,0.3333,0.57,0.1045,7.0,119.0,126.0,Winter
1071.0,1.0,0.0,2.0,8.0,0.0,4.0,1.0,1.0,0.32,0.3333,0.57,0.0896,18.0,267.0,285.0,Winter
1072.0,1.0,0.0,2.0,9.0,0.0,4.0,1.0,1.0,0.36,0.3485,0.57,0.194,16.0,163.0,179.0,Winter
1073.0,1.0,0.0,2.0,10.0,0.0,4.0,1.0,1.0,0.38,0.3939,0.54,0.194,18.0,70.0,88.0,Winter
1074.0,1.0,0.0,2.0,11.0,0.0,4.0,1.0,2.0,0.44,0.4394,0.44,0.2537,19.0,71.0,90.0,Winter
1075.0,1.0,0.0,2.0,12.0,0.0,4.0,1.0,1.0,0.48,0.4697,0.41,0.2239,15.0,86.0,101.0,Winter
1076.0,1.0,0.0,2.0,13.0,0.0,4.0,1.0,1.0,0.54,0.5152,0.34,0.2239,15.0,108.0,123.0,Winter
1077.0,1.0,0.0,2.0,14.0,0.0,4.0,1.0,1.0,0.6,0.6212,0.31,0.2239,26.0,55.0,81.0,Winter
1078.0,1.0,0.0,2.0,15.0,0.0,4.0,1.0,1.0,0.6,0.6061,0.28,0.2537,15.0,91.0,106.0,Winter
1079.0,1.0,0.0,2.0,16.0,0.0,4.0,1.0,2.0,0.56,0.5303,0.35,0.2985,29.0,117.0,146.0,Winter
1080.0,1.0,0.0,2.0,17.0,0.0,4.0,1.0,2.0,0.58,0.5455,0.32,0.2985,18.0,256.0,274.0,Winter
1081.0,1.0,0.0,2.0,18.0,0.0,4.0,1.0,2.0,0.54,0.5152,0.42,0.2836,11.0,211.0,222.0,Winter
1082.0,1.0,0.0,2.0,19.0,0.0,4.0,1.0,1.0,0.48,0.4697,0.55,0.3284,14.0,161.0,175.0,Winter
1083.0,1.0,0.0,2.0,20.0,0.0,4.0,1.0,1.0,0.48,0.4697,0.59,0.3284,8.0,131.0,139.0,Winter
1084.0,1.0,0.0,2.0,21.0,0.0,4.0,1.0,1.0,0.52,0.5,0.55,0.3881,5.0,119.0,124.0,Winter
1085.0,1.0,0.0,2.0,22.0,0.0,4.0,1.0,1.0,0.5,0.4848,0.59,0.2836,8.0,68.0,76.0,Winter
1086.0,1.0,0.0,2.0,23.0,0.0,4.0,1.0,1.0,0.46,0.4545,0.67,0.2985,4.0,40.0,44.0,Winter
1087.0,1.0,0.0,2.0,0.0,0.0,5.0,1.0,1.0,0.44,0.4394,0.72,0.2836,12.0,20.0,32.0,Winter
1088.0,1.0,0.0,2.0,1.0,0.0,5.0,1.0,1.0,0.44,0.4394,0.72,0.2239,1.0,7.0,8.0,Winter
1089.0,1.0,0.0,2.0,2.0,0.0,5.0,1.0,1.0,0.44,0.4394,0.72,0.2836,2.0,5.0,7.0,Winter
1090.0,1.0,0.0,2.0,3.0,0.0,5.0,1.0,1.0,0.46,0.4545,0.67,0.2537,2.0,6.0,8.0,Winter
1091.0,1.0,0.0,2.0,4.0,0.0,5.0,1.0,1.0,0.46,0.4545,0.67,0.2537,0.0,1.0,1.0,Winter
1092.0,1.0,0.0,2.0,5.0,0.0,5.0,1.0,2.0,0.46,0.4545,0.67,0.1045,1.0,6.0,7.0,Winter
1093.0,1.0,0.0,2.0,6.0,0.0,5.0,1.0,2.0,0.44,0.4394,0.72,0.1642,2.0,48.0,50.0,Winter
1094.0,1.0,0.0,2.0,7.0,0.0,5.0,1.0,2.0,0.42,0.4242,0.77,0.2239,8.0,108.0,116.0,Winter
1095.0,1.0,0.0,2.0,8.0,0.0,5.0,1.0,2.0,0.42,0.4242,0.77,0.194,26.0,246.0,272.0,Winter
1096.0,1.0,0.0,2.0,9.0,0.0,5.0,1.0,2.0,0.42,0.4242,0.77,0.194,15.0,154.0,169.0,Winter
1097.0,1.0,0.0,2.0,10.0,0.0,5.0,1.0,2.0,0.44,0.4394,0.72,0.2239,17.0,78.0,95.0,Winter
1098.0,1.0,0.0,2.0,11.0,0.0,5.0,1.0,1.0,0.44,0.4394,0.72,0.1642,31.0,82.0,113.0,Winter
1099.0,1.0,0.0,2.0,12.0,0.0,5.0,1.0,1.0,0.5,0.4848,0.59,0.194,59.0,126.0,185.0,Winter
1100.0,1.0,0.0,2.0,13.0,0.0,5.0,1.0,1.0,0.6,0.6212,0.43,0.194,45.0,131.0,176.0,Winter
1101.0,1.0,0.0,2.0,14.0,0.0,5.0,1.0,1.0,0.66,0.6212,0.36,0.2985,73.0,118.0,191.0,Winter
1102.0,1.0,0.0,2.0,15.0,0.0,5.0,1.0,1.0,0.66,0.6212,0.36,0.3284,55.0,117.0,172.0,Winter
1103.0,1.0,0.0,2.0,16.0,0.0,5.0,1.0,1.0,0.66,0.6212,0.36,0.2836,68.0,164.0,232.0,Winter
1104.0,1.0,0.0,2.0,17.0,0.0,5.0,1.0,1.0,0.66,0.6212,0.34,0.3582,52.0,275.0,327.0,Winter
1105.0,1.0,0.0,2.0,18.0,0.0,5.0,1.0,1.0,0.64,0.6212,0.33,0.3284,29.0,195.0,224.0,Winter
1106.0,1.0,0.0,2.0,19.0,0.0,5.0,1.0,1.0,0.62,0.6212,0.29,0.4775,16.0,146.0,162.0,Winter
1107.0,1.0,0.0,2.0,20.0,0.0,5.0,1.0,1.0,0.6,0.6212,0.31,0.194,19.0,105.0,124.0,Winter
1108.0,1.0,0.0,2.0,21.0,0.0,5.0,1.0,1.0,0.58,0.5455,0.21,0.4775,11.0,61.0,72.0,Winter
1109.0,1.0,0.0,2.0,22.0,0.0,5.0,1.0,1.0,0.54,0.5152,0.1,0.2537,19.0,88.0,107.0,Winter
1110.0,1.0,0.0,2.0,23.0,0.0,5.0,1.0,1.0,0.52,0.5,0.08,0.2836,16.0,61.0,77.0,Winter
1111.0,1.0,0.0,2.0,0.0,0.0,6.0,0.0,1.0,0.48,0.4697,0.12,0.4775,6.0,23.0,29.0,Winter
1112.0,1.0,0.0,2.0,1.0,0.0,6.0,0.0,1.0,0.46,0.4545,0.14,0.4179,10.0,21.0,31.0,Winter
1113.0,1.0,0.0,2.0,2.0,0.0,6.0,0.0,1.0,0.44,0.4394,0.13,0.3881,3.0,14.0,17.0,Winter
1114.0,1.0,0.0,2.0,3.0,0.0,6.0,0.0,1.0,0.42,0.4242,0.14,0.2985,0.0,7.0,7.0,Winter
1115.0,1.0,0.0,2.0,4.0,0.0,6.0,0.0,1.0,0.4,0.4091,0.15,0.3284,0.0,3.0,3.0,Winter
1116.0,1.0,0.0,2.0,5.0,0.0,6.0,0.0,1.0,0.4,0.4091,0.15,0.3284,0.0,3.0,3.0,Winter
1117.0,1.0,0.0,2.0,6.0,0.0,6.0,0.0,1.0,0.4,0.4091,0.17,0.4179,3.0,3.0,6.0,Winter
1118.0,1.0,0.0,2.0,7.0,0.0,6.0,0.0,1.0,0.38,0.3939,0.17,0.4775,6.0,16.0,22.0,Winter
1119.0,1.0,0.0,2.0,8.0,0.0,6.0,0.0,1.0,0.38,0.3939,0.17,0.4775,9.0,36.0,45.0,Winter
1120.0,1.0,0.0,2.0,9.0,0.0,6.0,0.0,1.0,0.4,0.4091,0.16,0.4775,18.0,37.0,55.0,Winter
1121.0,1.0,0.0,2.0,10.0,0.0,6.0,0.0,1.0,0.42,0.4242,0.16,0.4775,34.0,72.0,106.0,Winter
1122.0,1.0,0.0,2.0,11.0,0.0,6.0,0.0,1.0,0.44,0.4394,0.16,0.4775,47.0,76.0,123.0,Winter
1123.0,1.0,0.0,2.0,12.0,0.0,6.0,0.0,1.0,0.44,0.4394,0.18,0.4775,38.0,81.0,119.0,Winter
1124.0,1.0,0.0,2.0,13.0,0.0,6.0,0.0,1.0,0.44,0.4394,0.16,0.4775,52.0,103.0,155.0,Winter
1125.0,1.0,0.0,2.0,14.0,0.0,6.0,0.0,1.0,0.46,0.4545,0.15,0.4775,102.0,94.0,196.0,Winter
